GOA	RepOver	RepCov	Gene	Locus	GeneLen	Product
NA	1	21	NA	SWSSV_gp040	453	hypothetical protein
NA	0	0	NA	SWSSV_gp041	1455	hypothetical protein
NA	0	0	NA	SWSSV_gp042	816	hypothetical protein
NA	0	0	NA	SWSSV_gp043	669	hypothetical protein
NA	0	0	NA	SWSSV_gp044	387	hypothetical protein
NA	0	0	NA	SWSSV_gp045	1014	hypothetical protein
NA	0	0	NA	SWSSV_gp046	3627	hypothetical protein
NA	0	0	NA	SWSSV_gp047	414	hypothetical protein
NA	10	1043	NA	SWSSV_gp048	6939	hypothetical protein
NA	0	0	NA	SWSSV_gp049	1380	hypothetical protein
NA	1	192	NA	SWSSV_gp050	414	hypothetical protein
NA	1	600	NA	SWSSV_gp051	600	hypothetical protein
NA	0	0	NA	SWSSV_gp052	4311	hypothetical protein
NA	1	34	NA	SWSSV_gp053	2280	hypothetical protein
NA	0	0	NA	SWSSV_gp054	3219	hypothetical protein
NA	0	0	NA	SWSSV_gp055	2547	ribonucleotide reductase large subunit
NA	0	0	NA	SWSSV_gp056	321	hypothetical protein
NA	1	659	NA	SWSSV_gp057	909	immediate-early protein
NA	0	0	NA	SWSSV_gp058	225	hypothetical protein
NA	0	0	NA	SWSSV_gp059	1119	hypothetical protein
NA	0	0	NA	SWSSV_gp060	1626	hypothetical protein
NA	0	0	NA	SWSSV_gp061	1242	ribonucleotide reductase small subunit
NA	0	0	NA	SWSSV_gp062	936	hypothetical protein
NA	0	0	NA	SWSSV_gp063	3060	hypothetical protein
NA	0	0	NA	SWSSV_gp064	774	hypothetical protein
NA	1	25	NA	SWSSV_gp065	837	envelope protein
NA	0	0	NA	SWSSV_gp066	2571	hypothetical protein
NA	1	317	NA	SWSSV_gp067	540	hypothetical protein
NA	1	390	NA	SWSSV_gp068	390	hypothetical protein
NA	0	0	NA	SWSSV_gp069	615	hypothetical protein
NA	0	0	NA	SWSSV_gp070	828	hypothetical protein
NA	0	0	NA	SWSSV_gp071	4821	envelope protein
NA	0	0	NA	SWSSV_gp072	186	DNA-binding protein
NA	0	0	NA	SWSSV_gp073	3585	envelope protein
NA	0	0	NA	SWSSV_gp074	2025	capsid protein
NA	0	0	NA	SWSSV_gp075	2535	E3 ligase
NA	4	166	NA	SWSSV_gp076	2811	hypothetical protein
NA	1	26	NA	SWSSV_gp077	249	ICP11/P9
NA	2	179	NA	SWSSV_gp078	1845	hypothetical protein
NA	0	0	NA	SWSSV_gp079	885	hypothetical protein
NA	0	0	NA	SWSSV_gp080	879	envelope protein
NA	6	459	NA	SWSSV_gp081	1461	envelope protein
NA	0	0	NA	SWSSV_gp082	903	envelope protein
NA	0	0	NA	SWSSV_gp083	2376	hypothetical protein
NA	1	21	NA	SWSSV_gp084	240	hypothetical protein
NA	2	497	NA	SWSSV_gp085	2283	E3 ligase, immediate-early protein
NA	0	0	NA	SWSSV_gp086	1503	hypothetical protein
NA	0	0	NA	SWSSV_gp087	846	hypothetical protein
NA	0	0	NA	SWSSV_gp088	1155	envelope protein
NA	0	0	NA	SWSSV_gp089	930	envelope protein
NA	0	0	NA	SWSSV_gp090	2769	hypothetical protein
NA	0	0	NA	SWSSV_gp091	846	hypothetical protein
NA	0	0	NA	SWSSV_gp092	1470	hypothetical protein
NA	0	0	NA	SWSSV_gp093	513	hypothetical protein
NA	1	44	NA	SWSSV_gp094	3660	capsid protein
NA	0	0	NA	SWSSV_gp095	2376	hypothetical protein
NA	0	0	NA	SWSSV_gp096	210	hypothetical protein
NA	0	0	NA	SWSSV_gp097	1905	hypothetical protein
NA	0	0	NA	SWSSV_gp098	303	hypothetical protein
NA	0	0	NA	SWSSV_gp099	3303	hypothetical protein
NA	0	0	NA	SWSSV_gp100	4698	capsid protein
NA	0	0	NA	SWSSV_gp101	294	envelope protein
NA	0	0	NA	SWSSV_gp102	621	hypothetical protein
NA	0	0	NA	SWSSV_gp103	630	hypothetical protein
NA	0	0	NA	SWSSV_gp104	930	hypothetical protein
NA	0	0	NA	SWSSV_gp105	570	hypothetical protein
NA	0	0	NA	SWSSV_gp106	2676	putative TATA-box bind protein
NA	0	0	NA	SWSSV_gp107	1260	envelope protein
NA	0	0	NA	SWSSV_gp108	1401	capsid protein
NA	0	0	NA	SWSSV_gp109	819	hypothetical protein
NA	0	0	NA	SWSSV_gp110	615	envelope protein
NA	6	310	NA	SWSSV_gp111	3543	hypothetical protein
NA	0	0	NA	SWSSV_gp112	354	envelope protein
NA	0	0	NA	SWSSV_gp113	684	hypothetical protein
NA	0	0	NA	SWSSV_gp114	249	hypothetical protein
NA	0	0	NA	SWSSV_gp115	1398	envelope protein
NA	0	0	NA	SWSSV_gp116	2571	envelope protein
NA	0	0	NA	SWSSV_gp117	2361	hypothetical protein
NA	0	0	NA	SWSSV_gp118	1302	envelope protein
NA	0	0	NA	SWSSV_gp119	852	envelope protein
NA	0	0	NA	SWSSV_gp120	786	envelope protein
NA	0	0	NA	SWSSV_gp121	303	hypothetical protein
NA	1	25	NA	SWSSV_gp122	12543	hypothetical protein
NA	2	66	NA	SWSSV_gp123	18234	capsid protein
NA	0	0	NA	SWSSV_gp124	207	envelope protein
NA	0	0	NA	SWSSV_gp125	2190	hypothetical protein
NA	0	0	NA	SWSSV_gp126	966	anti-apoptosis protein
NA	0	0	NA	SWSSV_gp127	1197	TK-TMK, chimeric thymidine and thymidylate kinase
NA	0	0	NA	SWSSV_gp128	516	hypothetical protein
NA	0	0	NA	SWSSV_gp129	384	hypothetical protein
NA	1	57	NA	SWSSV_gp130	552	hypothetical protein
NA	1	171	NA	SWSSV_gp131	1926	E3 ligase, immediate-early protein
NA	0	0	NA	SWSSV_gp132	780	hypothetical protein
NA	0	0	NA	SWSSV_gp133	684	hypothetical protein
NA	0	0	NA	SWSSV_gp134	195	hypothetical protein
NA	0	0	NA	SWSSV_gp135	480	hypothetical protein
NA	0	0	NA	SWSSV_gp136	366	envelope protein
NA	0	0	NA	SWSSV_gp137	1635	capsid protein
NA	0	0	NA	SWSSV_gp138	582	hypothetical protein
NA	0	0	NA	SWSSV_gp139	294	hypothetical protein
NA	0	0	NA	SWSSV_gp140	615	envelope protein
NA	0	0	NA	SWSSV_gp141	2193	putative protein kinase
NA	0	0	NA	SWSSV_gp142	1872	hypothetical protein
NA	0	0	NA	SWSSV_gp143	309	hypothetical protein
NA	0	0	NA	SWSSV_gp144	3786	hypothetical protein
NA	2	62	NA	SWSSV_gp145	1824	hypothetical protein
NA	0	0	NA	SWSSV_gp146	2403	envelope and capsid protein
NA	1	27	NA	SWSSV_gp147	1584	hypothetical protein
NA	2	97	NA	SWSSV_gp148	5805	hypothetical protein
NA	0	0	NA	SWSSV_gp149	522	hypothetical protein
NA	0	0	NA	SWSSV_gp150	780	hypothetical protein
NA	0	0	NA	SWSSV_gp151	417	hypothetical protein
NA	0	0	NA	SWSSV_gp152	897	hypothetical protein
NA	3	323	NA	SWSSV_gp153	1530	hypothetical protein
NA	0	0	NA	SWSSV_gp154	876	hypothetical protein
NA	0	0	NA	SWSSV_gp155	915	hypothetical protein
NA	0	0	NA	SWSSV_gp156	1338	hypothetical protein
NA	0	0	NA	SWSSV_gp157	867	hypothetical protein
NA	0	0	NA	SWSSV_gp158	3732	immediate-early protein
NA	1	45	NA	SWSSV_gp159	273	hypothetical protein
NA	1	216	NA	SWSSV_gp160	216	hypothetical protein
NA	0	0	NA	SWSSV_gp161	627	hypothetical protein
NA	1	25	NA	SWSSV_gp162	1530	hypothetical protein
NA	0	0	NA	SWSSV_gp163	540	hypothetical protein
NA	0	0	NA	SWSSV_gp164	651	hypothetical protein
NA	0	0	NA	SWSSV_gp165	2340	hypothetical protein
NA	0	0	NA	SWSSV_gp166	738	hypothetical protein
NA	0	0	NA	SWSSV_gp167	339	hypothetical protein
NA	0	0	NA	SWSSV_gp168	411	hypothetical protein
NA	1	34	NA	SWSSV_gp169	687	hypothetical protein
NA	2	252	NA	SWSSV_gp170	1317	hypothetical protein
NA	0	0	NA	SWSSV_gp171	1698	hypothetical protein
NA	0	0	NA	SWSSV_gp172	630	hypothetical protein
NA	0	0	NA	SWSSV_gp173	3030	hypothetical protein
NA	0	0	NA	SWSSV_gp174	1617	hypothetical protein
NA	0	0	NA	SWSSV_gp175	7056	DNA polymerase
NA	0	0	NA	SWSSV_gp176	216	hypothetical protein
NA	0	0	NA	SWSSV_gp177	1347	hypothetical protein
