GOA	RepOver	RepCov	Gene	Locus	GeneLen	Product
NA	0	0	CP2475L	ASFVgp087	7428	220 kDa polyprotein
NA	0	0	CP204L	ASFVgp088	615	ASFV-induced protein p32
NA	0	0	CP530R	ASFVgp089	1593	60 kDa polyprotein
NA	0	0	CP80R	ASFVgp090	243	RNA polymerase subunit 10
NA	0	0	CP312R	ASFVgp091	939	pCP312R
NA	0	0	O174L	ASFVgp092	525	DNA polymerase beta-like protein
NA	0	0	O61R	ASFVgp093	186	structural protein p12
NA	0	0	NP1450L	ASFVgp094	4353	RNA polymerase subunit 1
NA	0	0	NP419L	ASFVgp095	1260	DNA ligase
NA	0	0	NP868R	ASFVgp096	2607	guanylyltransferase
NA	0	0	D250R	ASFVgp097	753	8-hydroxy-dGTPase
NA	0	0	D129L	ASFVgp098	390	pD129L
NA	0	0	D79L	ASFVgp099	240	pD79L
NA	0	0	D339L	ASFVgp100	1020	pD339L
NA	0	0	D1133L	ASFVgp101	3402	helicase
NA	0	0	D117L	ASFVgp102	354	structural protein p17
NA	0	0	D205R	ASFVgp103	618	RNA polymerase subunit 5
NA	0	0	D345L	ASFVgp104	1038	pD345L
NA	0	0	S183L	ASFVgp105	552	pS183L
NA	0	0	S273R	ASFVgp106	822	pS273R
NA	0	0	P1192R	ASFVgp107	3579	topoisomerase II
NA	0	0	H359L	ASFVgp108	1080	RNA polymerase subunit 3
NA	0	0	H171R	ASFVgp109	516	pH171R
NA	0	0	H124R	ASFVgp110	375	pH124R
NA	0	0	H339R	ASFVgp111	1020	pH339R
NA	0	0	H108R	ASFVgp112	327	pH108R
NA	0	0	H233R	ASFVgp113	702	pH233R precursor
NA	0	0	H240R	ASFVgp114	723	pH240R
NA	0	0	R298L	ASFVgp115	897	serine protein kinase
NA	0	0	Q706L	ASFVgp116	2121	helicase
NA	0	0	QP509L	ASFVgp117	1530	helicase
NA	0	0	QP383R	ASFVgp118	1152	NifS-like protein
NA	0	0	E184L	ASFVgp119	555	pE184L
NA	1	37	E183L	ASFVgp120	552	structural protein p54
NA	0	0	E423R	ASFVgp121	1272	pE423R
NA	0	0	E301R	ASFVgp122	906	proliferating cell nuclear antigen-like protein
NA	0	0	E146L	ASFVgp123	441	pE146L
NA	0	0	E199L	ASFVgp124	600	pE199L
NA	0	0	E165R	ASFVgp125	498	dUTPase
NA	0	0	E248R	ASFVgp126	747	pE248R
NA	0	0	E120R	ASFVgp127	363	structural protein p14.5
NA	0	0	E296R	ASFVgp128	891	AP endonuclease class II
NA	0	0	E111R	ASFVgp129	336	pE111R
NA	0	0	E66L	ASFVgp130	201	pE66L
NA	0	0	I267L	ASFVgp131	804	pI267L
NA	0	0	I226R	ASFVgp132	681	pI226R
NA	0	0	I243L	ASFVgp133	732	transcription factor SII homolog
NA	0	0	I73R	ASFVgp134	222	pI73R
NA	0	0	I329L	ASFVgp135	990	pI329L precursor
NA	0	0	I215L	ASFVgp136	648	ubiquitin-conjugating enzyme
NA	0	0	I177L	ASFVgp137	534	pI177L
NA	1	161	I196L	ASFVgp138	591	pI196L
NA	0	0	DP238L	ASFVgp139	717	pDP238L
NA	0	0	DP311R	ASFVgp140	936	pDP311R
NA	0	0	DP63R	ASFVgp141	192	pDP63R
NA	0	0	DP542L	ASFVgp142	1629	pDP542L
NA	0	0	DP141L	ASFVgp143	426	pDP141L
NA	0	0	DP146L	ASFVgp144	441	pDP146L
NA	0	0	DP148R	ASFVgp145	447	pDP148R
NA	0	0	DP71L	ASFVgp146	216	pDP71L
NA	0	0	DP96R	ASFVgp147	291	pDP96R
NA	0	0	DP363R	ASFVgp148	1092	pDP363R
NA	0	0	DP42R	ASFVgp149	129	pDP42R
NA	1	2	DP60R	ASFVgp150	183	pDP60R
NA	1	79	DP93R	ASFVgp151	282	pDP93R
NA	2	205	DP86L	ASFVgp152	261	pDP86L
